video_id,video_length_sec,original_bitrate_kbps,target_resolution,transcoding_time_sec,vmaf_score
vid0180,9.91,7100.5,144,1.75,17.41
vid0180,9.91,7100.5,240,3.59,42.45
vid0180,9.91,7100.5,288,4.05,56.83
vid0180,9.91,7100.5,360,4.52,71.2
vid0180,9.91,7100.5,480,6.69,83.68
vid0180,9.91,7100.5,720,10.59,92.99
vid0180,9.91,7100.5,1080,13.24,100.0
vid0181,5.339,5873.8,144,1.01,10.64
vid0181,5.339,5873.8,240,1.92,37.59
vid0181,5.339,5873.8,288,2.16,53.03
vid0181,5.339,5873.8,360,2.39,68.47
vid0181,5.339,5873.8,480,3.45,82.26
vid0181,5.339,5873.8,720,5.1,92.59
vid0181,5.339,5873.8,1080,6.38,100.0
vid0182,7.574,8072.4,144,1.39,17.33
vid0182,7.574,8072.4,240,2.88,46.53
vid0182,7.574,8072.4,288,3.26,60.57
vid0182,7.574,8072.4,360,3.65,74.6
vid0182,7.574,8072.4,480,5.47,86.74
vid0182,7.574,8072.4,720,8.61,94.83
vid0182,7.574,8072.4,1080,10.76,100.0
vid0183,9.643,8214.0,144,1.68,14.4
vid0183,9.643,8214.0,240,3.46,43.62
vid0183,9.643,8214.0,288,3.85,56.85
vid0183,9.643,8214.0,360,4.24,70.07
vid0183,9.643,8214.0,480,6.25,81.74
vid0183,9.643,8214.0,720,9.08,91.64
vid0183,9.643,8214.0,1080,11.35,100.0
vid0184,9.209,7105.8,144,1.6,10.46
vid0184,9.209,7105.8,240,3.35,36.33
vid0184,9.209,7105.8,288,3.71,52.49
vid0184,9.209,7105.8,360,4.07,68.65
vid0184,9.209,7105.8,480,6.0,82.59
vid0184,9.209,7105.8,720,8.86,92.95
vid0184,9.209,7105.8,1080,11.08,100.0
vid0185,8.609,4794.9,144,1.41,12.24
vid0185,8.609,4794.9,240,2.8,40.77
vid0185,8.609,4794.9,288,3.01,55.47
vid0185,8.609,4794.9,360,3.22,70.17
vid0185,8.609,4794.9,480,4.52,81.78
vid0185,8.609,4794.9,720,6.1,91.34
vid0185,8.609,4794.9,1080,7.62,100.0
vid0186,7.674,6905.8,144,1.34,21.58
vid0186,7.674,6905.8,240,2.68,50.45
vid0186,7.674,6905.8,288,2.98,62.54
vid0186,7.674,6905.8,360,3.28,74.64
vid0186,7.674,6905.8,480,4.84,84.23
vid0186,7.674,6905.8,720,7.05,92.76
vid0186,7.674,6905.8,1080,8.81,100.0
vid0187,9.91,6053.7,144,1.72,13.63
vid0187,9.91,6053.7,240,3.57,41.82
vid0187,9.91,6053.7,288,4.02,56.4
vid0187,9.91,6053.7,360,4.48,70.99
vid0187,9.91,6053.7,480,6.64,82.95
vid0187,9.91,6053.7,720,9.94,92.45
vid0187,9.91,6053.7,1080,12.42,100.0
vid0188,9.977,8526.6,144,1.81,24.13
vid0188,9.977,8526.6,240,3.77,48.67
vid0188,9.977,8526.6,288,4.31,61.59
vid0188,9.977,8526.6,360,4.85,74.52
vid0188,9.977,8526.6,480,7.25,85.76
vid0188,9.977,8526.6,720,11.31,94.14
vid0188,9.977,8526.6,1080,14.14,100.0
vid0189,9.643,6354.5,144,1.6,17.42
vid0189,9.643,6354.5,240,3.33,43.58
vid0189,9.643,6354.5,288,3.73,57.03
vid0189,9.643,6354.5,360,4.13,70.49
vid0189,9.643,6354.5,480,6.07,82.42
vid0189,9.643,6354.5,720,8.86,91.82
vid0189,9.643,6354.5,1080,11.08,100.0
vid0190,5.305,5151.6,144,0.96,10.92
vid0190,5.305,5151.6,240,1.8,39.76
vid0190,5.305,5151.6,288,1.94,54.45
vid0190,5.305,5151.6,360,2.09,69.15
vid0190,5.305,5151.6,480,2.96,82.67
vid0190,5.305,5151.6,720,3.98,92.29
vid0190,5.305,5151.6,1080,4.97,100.0
vid0191,5.539,4922.4,144,1.09,13.14
vid0191,5.539,4922.4,240,1.95,43.1
vid0191,5.539,4922.4,288,2.12,57.11
vid0191,5.539,4922.4,360,2.28,71.12
vid0191,5.539,4922.4,480,3.21,83.0
vid0191,5.539,4922.4,720,4.42,92.33
vid0191,5.539,4922.4,1080,5.52,100.0
vid0192,5.939,6071.9,144,1.1,17.8
vid0192,5.939,6071.9,240,2.19,45.96
vid0192,5.939,6071.9,288,2.38,59.52
vid0192,5.939,6071.9,360,2.57,73.08
vid0192,5.939,6071.9,480,3.84,84.26
vid0192,5.939,6071.9,720,5.57,93.19
vid0192,5.939,6071.9,1080,6.96,100.0
vid0193,8.075,7725.6,144,1.45,10.71
vid0193,8.075,7725.6,240,3.01,36.58
vid0193,8.075,7725.6,288,3.42,52.43
vid0193,8.075,7725.6,360,3.83,68.28
vid0193,8.075,7725.6,480,5.68,82.89
vid0193,8.075,7725.6,720,8.8,93.4
vid0193,8.075,7725.6,1080,11.0,100.0
vid0194,5.405,9280.8,144,1.17,24.32
vid0194,5.405,9280.8,240,2.17,53.26
vid0194,5.405,9280.8,288,2.45,64.68
vid0194,5.405,9280.8,360,2.73,76.11
vid0194,5.405,9280.8,480,4.09,85.9
vid0194,5.405,9280.8,720,6.21,94.08
vid0194,5.405,9280.8,1080,7.76,100.0
vid0195,9.176,7764.2,144,1.8,16.37
vid0195,9.176,7764.2,240,3.48,48.45
vid0195,9.176,7764.2,288,3.95,61.77
vid0195,9.176,7764.2,360,4.41,75.1
vid0195,9.176,7764.2,480,6.72,86.12
vid0195,9.176,7764.2,720,10.36,94.29
vid0195,9.176,7764.2,1080,12.95,100.0
vid0196,9.509,5929.4,144,1.75,12.24
vid0196,9.509,5929.4,240,3.46,38.36
vid0196,9.509,5929.4,288,3.85,53.51
vid0196,9.509,5929.4,360,4.24,68.67
vid0196,9.509,5929.4,480,6.25,82.18
vid0196,9.509,5929.4,720,9.2,91.94
vid0196,9.509,5929.4,1080,11.5,100.0
vid0197,8.275,5692.1,144,1.62,14.47
vid0197,8.275,5692.1,240,3.05,42.02
vid0197,8.275,5692.1,288,3.34,55.61
vid0197,8.275,5692.1,360,3.64,69.2
vid0197,8.275,5692.1,480,5.36,83.36
vid0197,8.275,5692.1,720,8.02,92.68
vid0197,8.275,5692.1,1080,10.02,100.0
vid0198,8.342,5270.8,144,1.61,16.37
vid0198,8.342,5270.8,240,3.0,47.34
vid0198,8.342,5270.8,288,3.35,60.43
vid0198,8.342,5270.8,360,3.7,73.52
vid0198,8.342,5270.8,480,5.26,83.9
vid0198,8.342,5270.8,720,7.71,92.54
vid0198,8.342,5270.8,1080,9.64,100.0
vid0199,7.741,5043.8,144,1.5,16.48
vid0199,7.741,5043.8,240,2.78,43.93
vid0199,7.741,5043.8,288,3.08,58.01
vid0199,7.741,5043.8,360,3.39,72.08
vid0199,7.741,5043.8,480,4.71,83.57
vid0199,7.741,5043.8,720,6.49,92.33
vid0199,7.741,5043.8,1080,8.11,100.0
vid0200,6.24,5209.5,144,1.29,10.0
vid0200,6.24,5209.5,240,2.27,35.18
vid0200,6.24,5209.5,288,2.5,51.55
vid0200,6.24,5209.5,360,2.73,67.91
vid0200,6.24,5209.5,480,3.87,81.84
vid0200,6.24,5209.5,720,5.58,92.34
vid0200,6.24,5209.5,1080,6.98,100.0
vid0201,5.472,4688.7,144,1.12,13.98
vid0201,5.472,4688.7,240,1.98,39.59
vid0201,5.472,4688.7,288,2.2,54.71
vid0201,5.472,4688.7,360,2.42,69.83
vid0201,5.472,4688.7,480,3.5,83.3
vid0201,5.472,4688.7,720,5.11,92.94
vid0201,5.472,4688.7,1080,6.39,100.0
vid0202,8.141,5461.8,144,1.59,14.63
vid0202,8.141,5461.8,240,2.94,43.72
vid0202,8.141,5461.8,288,3.21,57.6
vid0202,8.141,5461.8,360,3.49,71.49
vid0202,8.141,5461.8,480,4.97,82.85
vid0202,8.141,5461.8,720,7.15,92.06
vid0202,8.141,5461.8,1080,8.94,100.0
vid0203,9.443,6010.4,144,1.84,13.83
vid0203,9.443,6010.4,240,3.4,43.71
vid0203,9.443,6010.4,288,3.78,57.96
vid0203,9.443,6010.4,360,4.16,72.2
vid0203,9.443,6010.4,480,6.07,84.15
vid0203,9.443,6010.4,720,8.79,93.29
vid0203,9.443,6010.4,1080,10.99,100.0
vid0204,9.977,7571.6,144,1.94,16.25
vid0204,9.977,7571.6,240,3.72,45.22
vid0204,9.977,7571.6,288,4.11,58.62
vid0204,9.977,7571.6,360,4.5,72.02
vid0204,9.977,7571.6,480,6.55,83.66
vid0204,9.977,7571.6,720,9.69,92.96
vid0204,9.977,7571.6,1080,12.11,100.0
vid0205,9.142,6568.6,144,1.78,13.45
vid0205,9.142,6568.6,240,3.37,44.1
vid0205,9.142,6568.6,288,3.78,58.25
vid0205,9.142,6568.6,360,4.19,72.41
vid0205,9.142,6568.6,480,6.1,84.3
vid0205,9.142,6568.6,720,9.21,93.05
vid0205,9.142,6568.6,1080,11.51,100.0
vid0206,9.109,8291.7,144,1.81,12.78
vid0206,9.109,8291.7,240,3.4,38.94
vid0206,9.109,8291.7,288,3.8,54.16
vid0206,9.109,8291.7,360,4.2,69.39
vid0206,9.109,8291.7,480,6.15,82.4
vid0206,9.109,8291.7,720,9.05,92.67
vid0206,9.109,8291.7,1080,11.31,100.0
vid0207,6.24,7571.4,144,1.33,23.22
vid0207,6.24,7571.4,240,2.44,49.03
vid0207,6.24,7571.4,288,2.79,62.14
vid0207,6.24,7571.4,360,3.15,75.25
vid0207,6.24,7571.4,480,4.77,86.29
vid0207,6.24,7571.4,720,7.42,95.16
vid0207,6.24,7571.4,1080,9.28,100.0
vid0208,7.508,6109.1,144,1.53,10.24
vid0208,7.508,6109.1,240,2.93,39.6
vid0208,7.508,6109.1,288,3.3,55.17
vid0208,7.508,6109.1,360,3.67,70.73
vid0208,7.508,6109.1,480,5.62,85.4
vid0208,7.508,6109.1,720,8.62,94.79
vid0208,7.508,6109.1,1080,10.77,100.0
vid0209,7.608,8913.1,144,1.58,24.81
vid0209,7.608,8913.1,240,2.96,51.6
vid0209,7.608,8913.1,288,3.37,63.61
vid0209,7.608,8913.1,360,3.78,75.62
vid0209,7.608,8913.1,480,5.62,85.99
vid0209,7.608,8913.1,720,8.77,94.1
vid0209,7.608,8913.1,1080,10.96,100.0
vid0210,7.975,7641.0,144,1.64,14.17
vid0210,7.975,7641.0,240,3.04,42.4
vid0210,7.975,7641.0,288,3.47,56.9
vid0210,7.975,7641.0,360,3.89,71.4
vid0210,7.975,7641.0,480,5.75,83.93
vid0210,7.975,7641.0,720,8.69,93.68
vid0210,7.975,7641.0,1080,10.86,100.0
vid0211,5.539,7440.6,144,1.2,14.84
vid0211,5.539,7440.6,240,2.12,44.7
vid0211,5.539,7440.6,288,2.36,58.98
vid0211,5.539,7440.6,360,2.61,73.25
vid0211,5.539,7440.6,480,3.82,84.13
vid0211,5.539,7440.6,720,5.54,93.79
vid0211,5.539,7440.6,1080,6.92,100.0
vid0212,5.572,8396.8,144,1.18,11.27
vid0212,5.572,8396.8,240,2.14,42.83
vid0212,5.572,8396.8,288,2.39,57.37
vid0212,5.572,8396.8,360,2.64,71.92
vid0212,5.572,8396.8,480,3.82,83.52
vid0212,5.572,8396.8,720,5.71,92.91
vid0212,5.572,8396.8,1080,7.14,100.0
vid0213,6.473,3638.1,144,1.26,12.36
vid0213,6.473,3638.1,240,2.25,36.5
vid0213,6.473,3638.1,288,2.48,52.38
vid0213,6.473,3638.1,360,2.72,68.27
vid0213,6.473,3638.1,480,3.82,81.1
vid0213,6.473,3638.1,720,5.32,90.9
vid0213,6.473,3638.1,1080,6.65,100.0
vid0214,7.908,6642.4,144,1.52,14.57
vid0214,7.908,6642.4,240,2.82,45.58
vid0214,7.908,6642.4,288,3.08,59.19
vid0214,7.908,6642.4,360,3.34,72.79
vid0214,7.908,6642.4,480,4.74,84.01
vid0214,7.908,6642.4,720,7.47,92.8
vid0214,7.908,6642.4,1080,9.34,100.0
vid0215,6.94,5222.8,144,1.36,13.27
vid0215,6.94,5222.8,240,2.39,48.76
vid0215,6.94,5222.8,288,2.58,61.41
vid0215,6.94,5222.8,360,2.78,74.06
vid0215,6.94,5222.8,480,3.87,84.11
vid0215,6.94,5222.8,720,5.09,92.15
vid0215,6.94,5222.8,1080,6.36,100.0
vid0216,5.439,6221.2,144,1.17,18.06
vid0216,5.439,6221.2,240,2.07,47.17
vid0216,5.439,6221.2,288,2.34,60.22
vid0216,5.439,6221.2,360,2.6,73.27
vid0216,5.439,6221.2,480,3.74,84.47
vid0216,5.439,6221.2,720,5.45,93.22
vid0216,5.439,6221.2,1080,6.81,100.0
vid0217,6.74,3458.0,144,1.29,10.0
vid0217,6.74,3458.0,240,2.3,36.5
vid0217,6.74,3458.0,288,2.54,52.69
vid0217,6.74,3458.0,360,2.78,68.89
vid0217,6.74,3458.0,480,3.85,81.94
vid0217,6.74,3458.0,720,5.32,91.35
vid0217,6.74,3458.0,1080,6.65,100.0
vid0218,7.374,7891.7,144,1.53,10.33
vid0218,7.374,7891.7,240,2.8,39.01
vid0218,7.374,7891.7,288,3.16,54.65
vid0218,7.374,7891.7,360,3.53,70.29
vid0218,7.374,7891.7,480,5.26,84.62
vid0218,7.374,7891.7,720,7.96,94.43
vid0218,7.374,7891.7,1080,9.95,100.0
vid0219,7.674,9452.1,144,1.64,19.51
vid0219,7.674,9452.1,240,3.07,50.74
vid0219,7.674,9452.1,288,3.52,63.75
vid0219,7.674,9452.1,360,3.98,76.75
vid0219,7.674,9452.1,480,5.99,87.64
vid0219,7.674,9452.1,720,9.21,95.46
vid0219,7.674,9452.1,1080,11.51,100.0
vid0220,9.71,6681.9,144,1.87,14.93
vid0220,9.71,6681.9,240,3.49,37.49
vid0220,9.71,6681.9,288,3.9,53.0
vid0220,9.71,6681.9,360,4.31,68.51
vid0220,9.71,6681.9,480,6.36,82.85
vid0220,9.71,6681.9,720,9.37,93.3
vid0220,9.71,6681.9,1080,11.71,100.0
vid0221,6.94,7679.6,144,1.43,14.02
vid0221,6.94,7679.6,240,2.63,38.1
vid0221,6.94,7679.6,288,2.94,53.31
vid0221,6.94,7679.6,360,3.25,68.52
vid0221,6.94,7679.6,480,4.84,82.0
vid0221,6.94,7679.6,720,7.19,92.35
vid0221,6.94,7679.6,1080,8.99,100.0
vid0222,7.441,6377.4,144,1.5,10.06
vid0222,7.441,6377.4,240,2.72,36.53
vid0222,7.441,6377.4,288,3.03,52.78
vid0222,7.441,6377.4,360,3.34,69.04
vid0222,7.441,6377.4,480,4.81,82.66
vid0222,7.441,6377.4,720,6.95,92.47
vid0222,7.441,6377.4,1080,8.69,100.0
vid0223,7.441,6458.3,144,1.46,10.0
vid0223,7.441,6458.3,240,2.66,37.89
vid0223,7.441,6458.3,288,2.89,53.41
vid0223,7.441,6458.3,360,3.12,68.92
vid0223,7.441,6458.3,480,4.45,81.99
vid0223,7.441,6458.3,720,6.29,91.92
vid0223,7.441,6458.3,1080,7.86,100.0
vid0224,9.509,7363.0,144,1.84,11.93
vid0224,9.509,7363.0,240,3.35,43.32
vid0224,9.509,7363.0,288,3.69,56.91
vid0224,9.509,7363.0,360,4.03,70.49
vid0224,9.509,7363.0,480,5.79,81.99
vid0224,9.509,7363.0,720,8.2,91.87
vid0224,9.509,7363.0,1080,10.25,100.0
vid0225,6.273,8036.5,144,1.3,10.12
vid0225,6.273,8036.5,240,2.31,37.09
vid0225,6.273,8036.5,288,2.55,52.54
vid0225,6.273,8036.5,360,2.78,68.0
vid0225,6.273,8036.5,480,3.98,81.51
vid0225,6.273,8036.5,720,5.72,91.98
vid0225,6.273,8036.5,1080,7.15,100.0
vid0226,6.974,3967.3,144,1.35,18.57
vid0226,6.974,3967.3,240,2.45,44.09
vid0226,6.974,3967.3,288,2.68,57.8
vid0226,6.974,3967.3,360,2.9,71.5
vid0226,6.974,3967.3,480,4.13,82.86
vid0226,6.974,3967.3,720,5.87,91.75
vid0226,6.974,3967.3,1080,7.34,100.0
vid0227,9.343,4257.8,144,1.7,20.97
vid0227,9.343,4257.8,240,3.17,48.29
vid0227,9.343,4257.8,288,3.48,60.74
vid0227,9.343,4257.8,360,3.8,73.18
vid0227,9.343,4257.8,480,5.51,83.15
vid0227,9.343,4257.8,720,7.49,91.46
vid0227,9.343,4257.8,1080,9.36,100.0
vid0228,6.24,4303.5,144,1.2,18.5
vid0228,6.24,4303.5,240,2.23,45.84
vid0228,6.24,4303.5,288,2.44,59.18
vid0228,6.24,4303.5,360,2.64,72.51
vid0228,6.24,4303.5,480,3.74,83.9
vid0228,6.24,4303.5,720,5.28,92.42
vid0228,6.24,4303.5,1080,6.6,100.0
vid0229,9.276,6929.4,144,1.76,11.71
vid0229,9.276,6929.4,240,3.32,34.17
vid0229,9.276,6929.4,288,3.77,50.92
vid0229,9.276,6929.4,360,4.22,67.66
vid0229,9.276,6929.4,480,6.13,82.33
vid0229,9.276,6929.4,720,9.16,92.97
vid0229,9.276,6929.4,1080,11.45,100.0
vid0230,7.207,6409.2,144,1.41,13.54
vid0230,7.207,6409.2,240,2.56,40.76
vid0230,7.207,6409.2,288,2.81,55.24
vid0230,7.207,6409.2,360,3.07,69.72
vid0230,7.207,6409.2,480,4.54,81.81
vid0230,7.207,6409.2,720,6.46,91.66
vid0230,7.207,6409.2,1080,8.07,100.0
vid0231,9.81,6604.2,144,1.86,12.88
vid0231,9.81,6604.2,240,3.57,39.49
vid0231,9.81,6604.2,288,4.01,54.99
vid0231,9.81,6604.2,360,4.46,70.48
vid0231,9.81,6604.2,480,6.59,83.37
vid0231,9.81,6604.2,720,9.96,93.66
vid0231,9.81,6604.2,1080,12.45,100.0
vid0232,6.34,6205.8,144,1.25,12.02
vid0232,6.34,6205.8,240,2.42,41.1
vid0232,6.34,6205.8,288,2.66,56.44
vid0232,6.34,6205.8,360,2.91,71.78
vid0232,6.34,6205.8,480,4.43,83.45
vid0232,6.34,6205.8,720,6.67,93.5
vid0232,6.34,6205.8,1080,8.34,100.0
vid0233,8.508,7894.8,144,1.67,16.82
vid0233,8.508,7894.8,240,3.13,43.5
vid0233,8.508,7894.8,288,3.57,57.53
vid0233,8.508,7894.8,360,4.0,71.56
vid0233,8.508,7894.8,480,5.8,83.85
vid0233,8.508,7894.8,720,8.53,93.07
vid0233,8.508,7894.8,1080,10.66,100.0
vid0234,9.009,7767.0,144,1.76,11.62
vid0234,9.009,7767.0,240,3.27,36.36
vid0234,9.009,7767.0,288,3.7,52.11
vid0234,9.009,7767.0,360,4.13,67.86
vid0234,9.009,7767.0,480,6.0,81.86
vid0234,9.009,7767.0,720,9.17,92.12
vid0234,9.009,7767.0,1080,11.46,100.0
vid0235,7.574,8027.7,144,1.52,15.24
vid0235,7.574,8027.7,240,2.92,43.59
vid0235,7.574,8027.7,288,3.28,57.98
vid0235,7.574,8027.7,360,3.65,72.37
vid0235,7.574,8027.7,480,5.44,84.3
vid0235,7.574,8027.7,720,8.4,93.98
vid0235,7.574,8027.7,1080,10.5,100.0
vid0236,7.841,8121.1,144,1.62,19.85
vid0236,7.841,8121.1,240,3.04,48.49
vid0236,7.841,8121.1,288,3.49,62.02
vid0236,7.841,8121.1,360,3.93,75.56
vid0236,7.841,8121.1,480,5.96,86.2
vid0236,7.841,8121.1,720,9.32,95.11
vid0236,7.841,8121.1,1080,11.65,100.0
vid0237,9.71,8379.6,144,1.93,12.59
vid0237,9.71,8379.6,240,3.73,43.74
vid0237,9.71,8379.6,288,4.28,58.84
vid0237,9.71,8379.6,360,4.84,73.94
vid0237,9.71,8379.6,480,7.34,86.45
vid0237,9.71,8379.6,720,11.35,94.88
vid0237,9.71,8379.6,1080,14.19,100.0
vid0238,5.806,8245.0,144,1.25,25.77
vid0238,5.806,8245.0,240,2.3,51.79
vid0238,5.806,8245.0,288,2.63,63.74
vid0238,5.806,8245.0,360,2.96,75.68
vid0238,5.806,8245.0,480,4.29,85.92
vid0238,5.806,8245.0,720,6.59,93.66
vid0238,5.806,8245.0,1080,8.24,100.0
vid0239,8.242,8700.5,144,1.65,12.19
vid0239,8.242,8700.5,240,3.1,39.67
vid0239,8.242,8700.5,288,3.48,54.74
vid0239,8.242,8700.5,360,3.87,69.8
vid0239,8.242,8700.5,480,5.73,82.52
vid0239,8.242,8700.5,720,8.57,92.63
vid0239,8.242,8700.5,1080,10.71,100.0
vid0240,7.908,7528.4,144,1.63,12.62
vid0240,7.908,7528.4,240,3.09,38.36
vid0240,7.908,7528.4,288,3.53,54.42
vid0240,7.908,7528.4,360,3.98,70.49
vid0240,7.908,7528.4,480,5.96,84.62
vid0240,7.908,7528.4,720,9.43,93.97
vid0240,7.908,7528.4,1080,11.79,100.0
vid0241,6.607,8662.2,144,1.55,18.88
vid0241,6.607,8662.2,240,2.62,51.89
vid0241,6.607,8662.2,288,2.98,64.35
vid0241,6.607,8662.2,360,3.35,76.82
vid0241,6.607,8662.2,480,5.17,86.78
vid0241,6.607,8662.2,720,7.98,94.73
vid0241,6.607,8662.2,1080,9.98,100.0
vid0242,8.175,8285.3,144,1.66,12.23
vid0242,8.175,8285.3,240,3.14,43.46
vid0242,8.175,8285.3,288,3.63,58.29
vid0242,8.175,8285.3,360,4.12,73.13
vid0242,8.175,8285.3,480,6.17,85.98
vid0242,8.175,8285.3,720,9.94,95.05
vid0242,8.175,8285.3,1080,12.42,100.0
vid0243,5.372,6629.0,144,1.13,16.47
vid0243,5.372,6629.0,240,2.06,44.68
vid0243,5.372,6629.0,288,2.33,58.57
vid0243,5.372,6629.0,360,2.6,72.45
vid0243,5.372,6629.0,480,3.88,83.89
vid0243,5.372,6629.0,720,5.79,93.47
vid0243,5.372,6629.0,1080,7.24,100.0
vid0244,7.307,8112.5,144,1.5,13.51
vid0244,7.307,8112.5,240,2.82,43.05
vid0244,7.307,8112.5,288,3.19,57.73
vid0244,7.307,8112.5,360,3.56,72.42
vid0244,7.307,8112.5,480,5.35,85.52
vid0244,7.307,8112.5,720,8.18,94.95
vid0244,7.307,8112.5,1080,10.22,100.0
vid0245,8.442,5240.3,144,1.59,16.38
vid0245,8.442,5240.3,240,2.96,47.57
vid0245,8.442,5240.3,288,3.29,60.14
vid0245,8.442,5240.3,360,3.62,72.71
vid0245,8.442,5240.3,480,5.16,83.53
vid0245,8.442,5240.3,720,7.4,91.86
vid0245,8.442,5240.3,1080,9.25,100.0
vid0246,8.742,6209.8,144,1.69,12.71
vid0246,8.742,6209.8,240,3.22,43.18
vid0246,8.742,6209.8,288,3.65,57.57
vid0246,8.742,6209.8,360,4.09,71.97
vid0246,8.742,6209.8,480,6.11,84.51
vid0246,8.742,6209.8,720,9.12,93.62
vid0246,8.742,6209.8,1080,11.4,100.0
vid0247,5.072,9676.4,144,1.22,19.31
vid0247,5.072,9676.4,240,2.11,49.29
vid0247,5.072,9676.4,288,2.44,63.12
vid0247,5.072,9676.4,360,2.77,76.95
vid0247,5.072,9676.4,480,4.33,87.63
vid0247,5.072,9676.4,720,6.62,95.19
vid0247,5.072,9676.4,1080,8.28,100.0
vid0248,7.407,7754.1,144,1.52,13.73
vid0248,7.407,7754.1,240,2.88,44.92
vid0248,7.407,7754.1,288,3.22,58.48
vid0248,7.407,7754.1,360,3.55,72.04
vid0248,7.407,7754.1,480,5.3,83.42
vid0248,7.407,7754.1,720,7.93,92.77
vid0248,7.407,7754.1,1080,9.91,100.0
vid0249,6.44,13986.9,144,1.52,18.48
vid0249,6.44,13986.9,240,2.69,46.16
vid0249,6.44,13986.9,288,3.11,59.12
vid0249,6.44,13986.9,360,3.53,72.08
vid0249,6.44,13986.9,480,5.25,83.52
vid0249,6.44,13986.9,720,8.22,92.9
vid0249,6.44,13986.9,1080,10.28,100.0
vid0250,5.505,3656.3,144,1.14,37.78
vid0250,5.505,3656.3,240,1.74,60.86
vid0250,5.505,3656.3,288,1.96,70.07
vid0250,5.505,3656.3,360,2.18,79.28
vid0250,5.505,3656.3,480,3.09,87.99
vid0250,5.505,3656.3,720,4.65,94.59
vid0250,5.505,3656.3,1080,5.81,100.0
vid0251,7.716,2903.3,144,1.23,27.15
vid0251,7.716,2903.3,240,2.21,56.38
vid0251,7.716,2903.3,288,2.44,66.69
vid0251,7.716,2903.3,360,2.66,76.99
vid0251,7.716,2903.3,480,3.93,85.66
vid0251,7.716,2903.3,720,5.61,92.47
vid0251,7.716,2903.3,1080,7.01,100.0
vid0252,6.298,3097.7,144,1.12,30.02
vid0252,6.298,3097.7,240,1.88,57.52
vid0252,6.298,3097.7,288,2.13,67.44
vid0252,6.298,3097.7,360,2.37,77.35
vid0252,6.298,3097.7,480,3.41,86.14
vid0252,6.298,3097.7,720,5.03,92.72
vid0252,6.298,3097.7,1080,6.29,100.0
vid0253,8.508,3431.6,144,1.51,22.22
vid0253,8.508,3431.6,240,2.46,52.68
vid0253,8.508,3431.6,288,2.69,64.04
vid0253,8.508,3431.6,360,2.93,75.41
vid0253,8.508,3431.6,480,4.32,85.41
vid0253,8.508,3431.6,720,6.44,92.87
vid0253,8.508,3431.6,1080,8.05,100.0
vid0254,5.172,845.0,144,0.88,24.95
vid0254,5.172,845.0,240,1.45,50.82
vid0254,5.172,845.0,288,1.58,62.27
vid0254,5.172,845.0,360,1.71,73.73
vid0254,5.172,845.0,480,2.43,84.37
vid0254,5.172,845.0,720,3.28,91.38
vid0254,5.172,845.0,1080,4.1,100.0
vid0255,8.425,3655.4,144,1.7,43.1
vid0255,8.425,3655.4,240,2.56,64.01
vid0255,8.425,3655.4,288,3.12,72.41
vid0255,8.425,3655.4,360,3.68,80.81
vid0255,8.425,3655.4,480,4.71,88.34
vid0255,8.425,3655.4,720,7.23,93.97
vid0255,8.425,3655.4,1080,9.04,100.0
vid0256,6.757,3704.4,144,1.18,28.96
vid0256,6.757,3704.4,240,2.1,55.54
vid0256,6.757,3704.4,288,2.32,66.56
vid0256,6.757,3704.4,360,2.55,77.57
vid0256,6.757,3704.4,480,3.71,87.12
vid0256,6.757,3704.4,720,6.12,94.02
vid0256,6.757,3704.4,1080,7.65,100.0
vid0257,7.382,3806.9,144,1.24,33.86
vid0257,7.382,3806.9,240,2.22,59.27
vid0257,7.382,3806.9,288,2.49,69.16
vid0257,7.382,3806.9,360,2.76,79.05
vid0257,7.382,3806.9,480,4.05,87.7
vid0257,7.382,3806.9,720,6.14,93.64
vid0257,7.382,3806.9,1080,7.68,100.0
vid0258,5.38,2792.7,144,0.94,23.6
vid0258,5.38,2792.7,240,1.61,53.13
vid0258,5.38,2792.7,288,1.74,64.29
vid0258,5.38,2792.7,360,1.87,75.45
vid0258,5.38,2792.7,480,2.65,85.56
vid0258,5.38,2792.7,720,3.63,92.71
vid0258,5.38,2792.7,1080,4.54,100.0
vid0259,7.799,2569.7,144,1.34,29.91
vid0259,7.799,2569.7,240,2.24,57.42
vid0259,7.799,2569.7,288,2.48,67.78
vid0259,7.799,2569.7,360,2.73,78.14
vid0259,7.799,2569.7,480,3.9,87.01
vid0259,7.799,2569.7,720,5.62,93.61
vid0259,7.799,2569.7,1080,7.02,100.0
vid0260,5.714,2494.8,144,0.98,29.71
vid0260,5.714,2494.8,240,1.68,57.5
vid0260,5.714,2494.8,288,1.84,67.54
vid0260,5.714,2494.8,360,2.0,77.59
vid0260,5.714,2494.8,480,2.86,86.32
vid0260,5.714,2494.8,720,3.99,92.59
vid0260,5.714,2494.8,1080,4.99,100.0
vid0261,5.923,2645.3,144,1.04,26.64
vid0261,5.923,2645.3,240,1.81,54.16
vid0261,5.923,2645.3,288,1.97,64.96
vid0261,5.923,2645.3,360,2.13,75.76
vid0261,5.923,2645.3,480,3.13,84.97
vid0261,5.923,2645.3,720,4.25,91.74
vid0261,5.923,2645.3,1080,5.31,100.0
vid0262,8.175,2358.5,144,1.29,28.26
vid0262,8.175,2358.5,240,2.29,57.15
vid0262,8.175,2358.5,288,2.48,67.15
vid0262,8.175,2358.5,360,2.66,77.15
