video_id,video_length_sec,original_bitrate_kbps,target_resolution,transcoding_time_sec,vmaf_score
vid0365,8.675,4759.9,240,2.9,60.38
vid0365,8.675,4759.9,288,3.38,68.43
vid0365,8.675,4759.9,360,3.85,76.49
vid0365,8.675,4759.9,480,5.63,84.58
vid0365,8.675,4759.9,720,8.71,90.97
vid0365,8.675,4759.9,1080,10.89,100.0
vid0366,5.547,4512.2,144,1.19,41.49
vid0366,5.547,4512.2,240,1.89,59.83
vid0366,5.547,4512.2,288,2.19,67.65
vid0366,5.547,4512.2,360,2.5,75.46
vid0366,5.547,4512.2,480,3.64,83.39
vid0366,5.547,4512.2,720,5.56,89.67
vid0366,5.547,4512.2,1080,6.95,100.0
vid0367,5.38,4212.2,144,1.17,37.62
vid0367,5.38,4212.2,240,1.8,58.44
vid0367,5.38,4212.2,288,2.06,66.81
vid0367,5.38,4212.2,360,2.32,75.17
vid0367,5.38,4212.2,480,3.33,83.69
vid0367,5.38,4212.2,720,4.91,90.16
vid0367,5.38,4212.2,1080,6.14,100.0
vid0368,8.175,3449.1,144,1.63,53.74
vid0368,8.175,3449.1,240,2.64,65.89
vid0368,8.175,3449.1,288,2.97,71.73
vid0368,8.175,3449.1,360,3.3,77.58
vid0368,8.175,3449.1,480,4.72,83.93
vid0368,8.175,3449.1,720,6.88,89.17
vid0368,8.175,3449.1,1080,8.6,100.0
vid0369,5.839,4381.9,144,1.26,43.83
vid0369,5.839,4381.9,240,1.98,65.5
vid0369,5.839,4381.9,288,2.28,73.01
vid0369,5.839,4381.9,360,2.58,80.52
vid0369,5.839,4381.9,480,3.8,87.54
vid0369,5.839,4381.9,720,5.72,92.67
vid0369,5.839,4381.9,1080,7.15,100.0
vid0370,6.882,13510.0,144,1.54,28.57
vid0370,6.882,13510.0,240,2.5,55.14
vid0370,6.882,13510.0,288,2.98,65.46
vid0370,6.882,13510.0,360,3.47,75.79
vid0370,6.882,13510.0,480,5.12,86.82
vid0370,6.882,13510.0,720,8.14,95.06
vid0370,6.882,13510.0,1080,10.18,100.0
vid0371,7.341,8690.4,144,1.6,30.23
vid0371,7.341,8690.4,240,2.68,54.56
vid0371,7.341,8690.4,288,3.2,64.6
vid0371,7.341,8690.4,360,3.71,74.63
vid0371,7.341,8690.4,480,5.63,85.51
vid0371,7.341,8690.4,720,9.15,95.01
vid0371,7.341,8690.4,1080,11.44,100.0
vid0372,7.716,8241.2,144,1.63,28.32
vid0372,7.716,8241.2,240,2.73,57.24
vid0372,7.716,8241.2,288,3.2,68.3
vid0372,7.716,8241.2,360,3.66,79.36
vid0372,7.716,8241.2,480,5.38,89.72
vid0372,7.716,8241.2,720,8.66,97.61
vid0372,7.716,8241.2,1080,10.82,100.0
vid0373,6.715,8933.0,144,1.46,26.61
vid0373,6.715,8933.0,240,2.4,53.33
vid0373,6.715,8933.0,288,2.83,63.45
vid0373,6.715,8933.0,360,3.26,73.56
vid0373,6.715,8933.0,480,4.82,83.43
vid0373,6.715,8933.0,720,7.62,92.14
vid0373,6.715,8933.0,1080,9.52,100.0
vid0374,5.088,11351.0,144,1.22,27.33
vid0374,5.088,11351.0,240,1.88,50.95
vid0374,5.088,11351.0,288,2.2,59.99
vid0374,5.088,11351.0,360,2.52,69.02
vid0374,5.088,11351.0,480,3.75,78.91
vid0374,5.088,11351.0,720,6.09,88.07
vid0374,5.088,11351.0,1080,7.61,100.0
vid0375,5.339,10239.0,144,1.24,21.87
vid0375,5.339,10239.0,240,1.95,52.81
vid0375,5.339,10239.0,288,2.26,63.52
vid0375,5.339,10239.0,360,2.56,74.22
vid0375,5.339,10239.0,480,3.95,84.24
vid0375,5.339,10239.0,720,6.23,91.98
vid0375,5.339,10239.0,1080,7.79,100.0
vid0376,9.384,10073.4,144,1.98,28.7
vid0376,9.384,10073.4,240,3.19,51.38
vid0376,9.384,10073.4,288,3.67,60.34
vid0376,9.384,10073.4,360,4.15,69.29
vid0376,9.384,10073.4,480,5.95,79.75
vid0376,9.384,10073.4,720,8.91,89.29
vid0376,9.384,10073.4,1080,11.14,100.0
vid0377,8.967,8367.4,144,2.82,32.22
vid0377,8.967,8367.4,240,3.05,55.02
vid0377,8.967,8367.4,288,3.5,63.53
vid0377,8.967,8367.4,360,3.96,72.03
vid0377,8.967,8367.4,480,5.73,81.62
vid0377,8.967,8367.4,720,8.33,90.48
vid0377,8.967,8367.4,1080,10.41,100.0
vid0378,8.592,3219.7,144,1.79,40.49
vid0378,8.592,3219.7,240,2.83,62.01
vid0378,8.592,3219.7,288,3.19,68.91
vid0378,8.592,3219.7,360,3.54,75.81
vid0378,8.592,3219.7,480,5.07,83.77
vid0378,8.592,3219.7,720,7.37,91.01
vid0378,8.592,3219.7,1080,9.21,100.0
vid0379,6.089,2437.4,144,1.28,46.57
vid0379,6.089,2437.4,240,1.99,64.77
vid0379,6.089,2437.4,288,2.21,70.72
vid0379,6.089,2437.4,360,2.42,76.67
vid0379,6.089,2437.4,480,3.33,83.94
vid0379,6.089,2437.4,720,4.71,91.34
vid0379,6.089,2437.4,1080,5.89,100.0
vid0380,6.757,9806.1,144,1.47,26.25
vid0380,6.757,9806.1,240,2.3,52.03
vid0380,6.757,9806.1,288,2.61,62.13
vid0380,6.757,9806.1,360,2.92,72.24
vid0380,6.757,9806.1,480,4.19,82.74
vid0380,6.757,9806.1,720,6.21,91.85
vid0380,6.757,9806.1,1080,7.76,100.0
vid0381,8.717,8981.4,144,1.85,28.02
vid0381,8.717,8981.4,240,3.02,53.88
vid0381,8.717,8981.4,288,3.53,64.1
vid0381,8.717,8981.4,360,4.05,74.32
vid0381,8.717,8981.4,480,5.96,84.78
vid0381,8.717,8981.4,720,9.39,93.54
vid0381,8.717,8981.4,1080,11.74,100.0
vid0382,8.091,8301.7,144,1.67,22.97
vid0382,8.091,8301.7,240,2.69,49.68
vid0382,8.091,8301.7,288,3.1,60.32
vid0382,8.091,8301.7,360,3.5,70.95
vid0382,8.091,8301.7,480,5.04,81.98
vid0382,8.091,8301.7,720,7.43,91.42
vid0382,8.091,8301.7,1080,9.29,100.0
vid0383,9.927,13311.1,144,2.2,36.13
vid0383,9.927,13311.1,240,3.66,57.39
vid0383,9.927,13311.1,288,4.28,67.23
vid0383,9.927,13311.1,360,4.9,77.07
vid0383,9.927,13311.1,480,7.18,87.56
vid0383,9.927,13311.1,720,11.77,95.67
vid0383,9.927,13311.1,1080,14.71,100.0
vid0384,9.676,7832.0,144,2.0,21.47
vid0384,9.676,7832.0,240,3.2,49.62
vid0384,9.676,7832.0,288,3.65,59.7
vid0384,9.676,7832.0,360,4.09,69.78
vid0384,9.676,7832.0,480,5.83,80.41
vid0384,9.676,7832.0,720,8.94,89.23
vid0384,9.676,7832.0,1080,11.18,100.0
vid0385,8.926,4680.7,144,1.83,28.68
vid0385,8.926,4680.7,240,2.96,56.39
vid0385,8.926,4680.7,288,3.3,65.3
vid0385,8.926,4680.7,360,3.65,74.22
vid0385,8.926,4680.7,480,5.16,83.4
vid0385,8.926,4680.7,720,7.68,90.98
vid0385,8.926,4680.7,1080,9.6,100.0
vid0386,6.798,5012.2,144,1.47,34.93
vid0386,6.798,5012.2,240,2.32,57.56
vid0386,6.798,5012.2,288,2.68,66.16
vid0386,6.798,5012.2,360,3.05,74.76
vid0386,6.798,5012.2,480,4.45,83.9
vid0386,6.798,5012.2,720,7.01,91.82
vid0386,6.798,5012.2,1080,8.76,100.0
vid0387,9.76,2015.5,144,1.94,43.2
vid0387,9.76,2015.5,240,3.09,62.25
vid0387,9.76,2015.5,288,3.42,68.9
vid0387,9.76,2015.5,360,3.75,75.54
vid0387,9.76,2015.5,480,5.31,83.61
vid0387,9.76,2015.5,720,7.55,91.04
vid0387,9.76,2015.5,1080,9.44,100.0
vid0388,8.342,2787.3,144,1.68,41.13
vid0388,8.342,2787.3,240,2.64,63.24
vid0388,8.342,2787.3,288,2.94,70.03
vid0388,8.342,2787.3,360,3.25,76.81
vid0388,8.342,2787.3,480,4.56,84.52
vid0388,8.342,2787.3,720,6.5,91.82
vid0388,8.342,2787.3,1080,8.12,100.0
vid0389,8.717,4833.4,144,1.81,32.35
vid0389,8.717,4833.4,240,2.89,58.8
vid0389,8.717,4833.4,288,3.34,67.15
vid0389,8.717,4833.4,360,3.79,75.5
vid0389,8.717,4833.4,480,5.52,84.22
vid0389,8.717,4833.4,720,8.39,91.51
vid0389,8.717,4833.4,1080,10.49,100.0
vid0390,7.007,4861.6,144,1.51,27.73
vid0390,7.007,4861.6,240,2.32,56.81
vid0390,7.007,4861.6,288,2.69,66.84
vid0390,7.007,4861.6,360,3.06,76.86
vid0390,7.007,4861.6,480,4.32,85.95
vid0390,7.007,4861.6,720,6.68,92.75
vid0390,7.007,4861.6,1080,8.35,100.0
vid0391,7.633,6614.0,144,1.58,23.34
vid0391,7.633,6614.0,240,2.58,48.44
vid0391,7.633,6614.0,288,2.86,60.98
vid0391,7.633,6614.0,360,3.14,73.51
vid0391,7.633,6614.0,480,4.54,84.73
vid0391,7.633,6614.0,720,6.85,93.55
vid0391,7.633,6614.0,1080,8.56,100.0
vid0392,9.343,8117.4,144,1.96,23.38
vid0392,9.343,8117.4,240,3.29,53.21
vid0392,9.343,8117.4,288,3.92,65.97
vid0392,9.343,8117.4,360,4.55,78.74
vid0392,9.343,8117.4,480,6.85,90.48
vid0392,9.343,8117.4,720,11.26,97.64
vid0392,9.343,8117.4,1080,14.08,100.0
vid0393,5.472,8857.0,144,1.48,27.41
vid0393,5.472,8857.0,240,2.33,57.89
vid0393,5.472,8857.0,288,2.73,70.05
vid0393,5.472,8857.0,360,3.13,82.21
vid0393,5.472,8857.0,480,4.62,91.49
vid0393,5.472,8857.0,720,7.48,97.13
vid0393,5.472,8857.0,1080,9.35,100.0
vid0394,6.006,3717.3,144,1.5,11.53
vid0394,6.006,3717.3,240,2.23,47.87
vid0394,6.006,3717.3,288,2.45,62.27
vid0394,6.006,3717.3,360,2.67,76.67
vid0394,6.006,3717.3,480,3.72,87.77
vid0394,6.006,3717.3,720,5.11,94.85
vid0394,6.006,3717.3,1080,6.39,100.0
vid0395,8.275,3364.0,144,1.98,10.0
vid0395,8.275,3364.0,240,3.05,45.78
vid0395,8.275,3364.0,288,3.34,60.75
vid0395,8.275,3364.0,360,3.62,75.72
vid0395,8.275,3364.0,480,4.99,87.43
vid0395,8.275,3364.0,720,6.67,94.89
vid0395,8.275,3364.0,1080,8.34,100.0
vid0396,7.908,3398.4,144,1.89,10.0
vid0396,7.908,3398.4,240,2.89,45.74
vid0396,7.908,3398.4,288,3.18,60.69
vid0396,7.908,3398.4,360,3.46,75.64
vid0396,7.908,3398.4,480,4.74,87.32
vid0396,7.908,3398.4,720,6.63,94.77
vid0396,7.908,3398.4,1080,8.29,100.0
vid0397,6.874,3406.8,144,1.68,10.0
vid0397,6.874,3406.8,240,2.56,45.49
vid0397,6.874,3406.8,288,2.79,60.4
vid0397,6.874,3406.8,360,3.03,75.31
vid0397,6.874,3406.8,480,4.14,87.15
vid0397,6.874,3406.8,720,5.72,94.8
vid0397,6.874,3406.8,1080,7.15,100.0
vid0398,9.209,4649.6,144,2.21,10.0
vid0398,9.209,4649.6,240,3.41,45.02
vid0398,9.209,4649.6,288,3.74,61.12
vid0398,9.209,4649.6,360,4.06,77.2
vid0398,9.209,4649.6,480,5.54,89.1
vid0398,9.209,4649.6,720,7.57,95.59
vid0398,9.209,4649.6,1080,9.46,100.0
vid0399,7.608,5492.6,144,1.87,10.0
vid0399,7.608,5492.6,240,2.89,43.19
vid0399,7.608,5492.6,288,3.18,59.89
vid0399,7.608,5492.6,360,3.47,76.59
vid0399,7.608,5492.6,480,4.83,89.33
vid0399,7.608,5492.6,720,6.66,96.0
vid0399,7.608,5492.6,1080,8.32,100.0
vid0400,9.376,5572.8,144,2.27,10.0
vid0400,9.376,5572.8,240,3.54,43.14
vid0400,9.376,5572.8,288,3.86,59.95
vid0400,9.376,5572.8,360,4.17,76.75
vid0400,9.376,5572.8,480,5.86,89.42
vid0400,9.376,5572.8,720,8.1,96.12
vid0400,9.376,5572.8,1080,10.12,100.0
vid0401,5.739,5507.7,144,1.48,10.0
vid0401,5.739,5507.7,240,2.24,42.91
vid0401,5.739,5507.7,288,2.43,59.65
vid0401,5.739,5507.7,360,2.63,76.4
vid0401,5.739,5507.7,480,3.66,89.29
vid0401,5.739,5507.7,720,5.02,96.04
vid0401,5.739,5507.7,1080,6.28,100.0
vid0402,5.706,5288.4,144,1.46,12.11
vid0402,5.706,5288.4,240,2.22,45.29
vid0402,5.706,5288.4,288,2.44,61.36
vid0402,5.706,5288.4,360,2.66,77.43
vid0402,5.706,5288.4,480,3.69,89.25
vid0402,5.706,5288.4,720,5.24,95.63
vid0402,5.706,5288.4,1080,6.55,100.0
vid0403,6.173,4148.2,144,1.56,10.0
vid0403,6.173,4148.2,240,2.36,43.27
vid0403,6.173,4148.2,288,2.57,60.7
vid0403,6.173,4148.2,360,2.79,78.13
vid0403,6.173,4148.2,480,3.84,89.98
vid0403,6.173,4148.2,720,5.27,96.42
vid0403,6.173,4148.2,1080,6.59,100.0
vid0404,9.509,4067.5,144,2.18,10.0
vid0404,9.509,4067.5,240,3.41,45.87
vid0404,9.509,4067.5,288,3.75,62.22
vid0404,9.509,4067.5,360,4.08,78.56
vid0404,9.509,4067.5,480,5.69,90.0
vid0404,9.509,4067.5,720,7.77,96.04
vid0404,9.509,4067.5,1080,9.71,100.0
vid0405,7.541,3872.1,144,1.78,10.0
vid0405,7.541,3872.1,240,2.76,44.2
vid0405,7.541,3872.1,288,3.0,60.83
vid0405,7.541,3872.1,360,3.24,77.45
vid0405,7.541,3872.1,480,4.51,89.42
vid0405,7.541,3872.1,720,6.02,95.81
vid0405,7.541,3872.1,1080,7.52,100.0
vid0406,9.743,4269.3,144,2.23,10.0
vid0406,9.743,4269.3,240,3.57,45.47
vid0406,9.743,4269.3,288,3.88,61.94
vid0406,9.743,4269.3,360,4.19,78.42
vid0406,9.743,4269.3,480,5.86,90.24
vid0406,9.743,4269.3,720,7.92,96.48
vid0406,9.743,4269.3,1080,9.9,100.0
vid0407,8.842,4359.1,144,2.03,11.44
vid0407,8.842,4359.1,240,3.2,35.33
vid0407,8.842,4359.1,288,3.5,52.12
vid0407,8.842,4359.1,360,3.8,68.91
vid0407,8.842,4359.1,480,5.35,84.43
vid0407,8.842,4359.1,720,7.39,94.35
vid0407,8.842,4359.1,1080,9.24,100.0
vid0408,7.741,3557.6,144,1.81,10.0
vid0408,7.741,3557.6,240,2.83,30.27
vid0408,7.741,3557.6,288,3.09,48.47
vid0408,7.741,3557.6,360,3.35,66.66
vid0408,7.741,3557.6,480,4.66,83.64
vid0408,7.741,3557.6,720,6.33,94.31
vid0408,7.741,3557.6,1080,7.91,100.0
vid0409,9.576,3522.5,144,2.19,10.0
vid0409,9.576,3522.5,240,3.47,30.62
vid0409,9.576,3522.5,288,3.79,48.84
vid0409,9.576,3522.5,360,4.1,67.06
vid0409,9.576,3522.5,480,5.72,84.06
vid0409,9.576,3522.5,720,7.73,94.74
vid0409,9.576,3522.5,1080,9.66,100.0
vid0410,5.806,3408.6,144,1.4,10.0
vid0410,5.806,3408.6,240,2.13,29.7
vid0410,5.806,3408.6,288,2.32,47.88
vid0410,5.806,3408.6,360,2.51,66.07
vid0410,5.806,3408.6,480,3.43,83.23
vid0410,5.806,3408.6,720,4.68,94.19
vid0410,5.806,3408.6,1080,5.85,100.0
vid0411,8.775,3436.4,144,2.05,14.79
vid0411,8.775,3436.4,240,3.2,49.18
vid0411,8.775,3436.4,288,3.46,62.26
vid0411,8.775,3436.4,360,3.72,75.35
vid0411,8.775,3436.4,480,5.33,86.56
vid0411,8.775,3436.4,720,7.35,93.96
vid0411,8.775,3436.4,1080,9.19,100.0
vid0412,6.139,8403.6,144,1.56,11.01
vid0412,6.139,8403.6,240,2.44,43.78
vid0412,6.139,8403.6,288,2.64,58.67
vid0412,6.139,8403.6,360,2.84,73.56
vid0412,6.139,8403.6,480,3.99,86.35
vid0412,6.139,8403.6,720,5.69,94.91
vid0412,6.139,8403.6,1080,7.11,100.0
vid0413,9.309,9059.3,144,2.21,10.36
vid0413,9.309,9059.3,240,3.64,40.88
vid0413,9.309,9059.3,288,3.89,57.0
vid0413,9.309,9059.3,360,4.14,73.12
vid0413,9.309,9059.3,480,5.92,86.52
vid0413,9.309,9059.3,720,8.24,94.91
vid0413,9.309,9059.3,1080,10.3,100.0
vid0414,7.674,6893.9,144,1.84,13.7
vid0414,7.674,6893.9,240,2.89,46.66
vid0414,7.674,6893.9,288,3.13,60.63
vid0414,7.674,6893.9,360,3.38,74.61
vid0414,7.674,6893.9,480,4.74,86.7
vid0414,7.674,6893.9,720,6.6,94.78
vid0414,7.674,6893.9,1080,8.25,100.0
vid0415,7.04,3809.3,144,1.68,18.9
vid0415,7.04,3809.3,240,2.6,53.52
vid0415,7.04,3809.3,288,2.8,65.9
vid0415,7.04,3809.3,360,3.0,78.28
vid0415,7.04,3809.3,480,4.17,88.21
vid0415,7.04,3809.3,720,5.67,94.64
vid0415,7.04,3809.3,1080,7.09,100.0
vid0416,9.61,4076.6,144,2.24,19.32
vid0416,9.61,4076.6,240,3.52,54.19
vid0416,9.61,4076.6,288,3.77,66.59
vid0416,9.61,4076.6,360,4.03,78.99
vid0416,9.61,4076.6,480,5.58,88.84
vid0416,9.61,4076.6,720,7.63,95.22
vid0416,9.61,4076.6,1080,9.54,100.0
vid0417,7.641,3685.7,144,1.8,19.35
vid0417,7.641,3685.7,240,2.82,53.64
vid0417,7.641,3685.7,288,3.03,66.03
vid0417,7.641,3685.7,360,3.23,78.41
vid0417,7.641,3685.7,480,4.47,88.39
vid0417,7.641,3685.7,720,6.03,94.91
vid0417,7.641,3685.7,1080,7.54,100.0
vid0418,8.175,3862.3,144,1.91,19.2
vid0418,8.175,3862.3,240,2.98,53.7
vid0418,8.175,3862.3,288,3.27,66.0
vid0418,8.175,3862.3,360,3.56,78.29
vid0418,8.175,3862.3,480,4.86,88.45
vid0418,8.175,3862.3,720,6.74,94.98
vid0418,8.175,3862.3,1080,8.43,100.0
vid0419,9.509,5756.4,144,2.21,18.23
vid0419,9.509,5756.4,240,3.53,54.9
vid0419,9.509,5756.4,288,3.91,67.35
vid0419,9.509,5756.4,360,4.28,79.8
vid0419,9.509,5756.4,480,6.03,89.66
vid0419,9.509,5756.4,720,8.67,96.06
vid0419,9.509,5756.4,1080,10.84,100.0
vid0420,8.976,5946.5,144,2.1,17.06
vid0420,8.976,5946.5,240,3.34,53.96
vid0420,8.976,5946.5,288,3.74,66.56
vid0420,8.976,5946.5,360,4.13,79.16
vid0420,8.976,5946.5,480,5.8,89.1
vid0420,8.976,5946.5,720,8.35,95.54
vid0420,8.976,5946.5,1080,10.44,100.0
vid0421,8.942,6799.7,144,2.14,18.37
vid0421,8.942,6799.7,240,3.5,55.96
vid0421,8.942,6799.7,288,3.84,68.37
vid0421,8.942,6799.7,360,4.19,80.78
vid0421,8.942,6799.7,480,6.12,90.45
vid0421,8.942,6799.7,720,9.11,96.36
vid0421,8.942,6799.7,1080,11.39,100.0
vid0422,9.643,5952.1,144,2.25,15.72
vid0422,9.643,5952.1,240,3.58,52.57
vid0422,9.643,5952.1,288,3.93,65.45
vid0422,9.643,5952.1,360,4.28,78.33
vid0422,9.643,5952.1,480,5.99,88.48
vid0422,9.643,5952.1,720,8.5,95.18
vid0422,9.643,5952.1,1080,10.62,100.0
vid0423,8.675,5725.0,144,2.06,19.32
vid0423,8.675,5725.0,240,3.25,56.6
vid0423,8.675,5725.0,288,3.63,69.1
vid0423,8.675,5725.0,360,4.01,81.61
vid0423,8.675,5725.0,480,5.7,91.2
vid0423,8.675,5725.0,720,8.15,96.43
vid0423,8.675,5725.0,1080,10.19,100.0
vid0424,8.909,6477.4,144,2.12,21.01
vid0424,8.909,6477.4,240,3.53,58.26
vid0424,8.909,6477.4,288,3.94,70.66
vid0424,8.909,6477.4,360,4.34,83.05
vid0424,8.909,6477.4,480,6.39,93.19
vid0424,8.909,6477.4,720,9.62,98.64
vid0424,8.909,6477.4,1080,12.02,100.0
vid0425,5.906,5159.0,144,1.45,19.79
vid0425,5.906,5159.0,240,2.31,52.9
vid0425,5.906,5159.0,288,2.6,66.24
vid0425,5.906,5159.0,360,2.89,79.58
vid0425,5.906,5159.0,480,4.2,91.27
vid0425,5.906,5159.0,720,6.31,97.96
vid0425,5.906,5159.0,1080,7.89,100.0
vid0426,5.672,3881.8,144,1.39,10.0
vid0426,5.672,3881.8,240,2.15,30.2
vid0426,5.672,3881.8,288,2.34,48.33
vid0426,5.672,3881.8,360,2.52,66.46
vid0426,5.672,3881.8,480,3.49,83.39
vid0426,5.672,3881.8,720,4.75,94.17
vid0426,5.672,3881.8,1080,5.94,100.0
vid0427,5.405,3728.0,144,1.34,10.0
vid0427,5.405,3728.0,240,2.04,30.41
vid0427,5.405,3728.0,288,2.2,48.49
vid0427,5.405,3728.0,360,2.36,66.57
vid0427,5.405,3728.0,480,3.3,83.5
vid0427,5.405,3728.0,720,4.54,94.21
vid0427,5.405,3728.0,1080,5.68,100.0
vid0428,6.94,3562.0,144,1.65,10.0
vid0428,6.94,3562.0,240,2.55,30.46
vid0428,6.94,3562.0,288,2.78,48.61
vid0428,6.94,3562.0,360,3.0,66.75
vid0428,6.94,3562.0,480,4.13,83.69
vid0428,6.94,3562.0,720,5.7,94.4
vid0428,6.94,3562.0,1080,7.12,100.0
vid0429,8.175,3896.3,144,1.89,10.0
vid0429,8.175,3896.3,240,2.96,31.17
vid0429,8.175,3896.3,288,3.21,49.26
vid0429,8.175,3896.3,360,3.46,67.35
vid0429,8.175,3896.3,480,4.81,83.92
vid0429,8.175,3896.3,720,6.58,94.42
vid0429,8.175,3896.3,1080,8.22,100.0
vid0430,8.275,2986.7,144,1.9,10.0
vid0430,8.275,2986.7,240,2.98,43.5
vid0430,8.275,2986.7,288,3.23,60.44
vid0430,8.275,2986.7,360,3.47,77.39
vid0430,8.275,2986.7,480,4.82,89.35
vid0430,8.275,2986.7,720,6.3,95.7
vid0430,8.275,2986.7,1080,7.88,100.0
vid0431,9.142,3321.0,144,2.1,10.0
vid0431,9.142,3321.0,240,3.27,44.01
vid0431,9.142,3321.0,288,3.56,60.71
vid0431,9.142,3321.0,360,3.86,77.4
vid0431,9.142,3321.0,480,5.39,89.21
vid0431,9.142,3321.0,720,7.19,95.58
vid0431,9.142,3321.0,1080,8.99,100.0
vid0432,7.307,3469.3,144,1.72,12.17
vid0432,7.307,3469.3,240,2.68,46.7
vid0432,7.307,3469.3,288,2.89,61.74
vid0432,7.307,3469.3,360,3.1,76.78
vid0432,7.307,3469.3,480,4.26,88.14
vid0432,7.307,3469.3,720,5.77,95.03
vid0432,7.307,3469.3,1080,7.21,100.0
vid0433,6.273,3262.9,144,1.51,10.0
vid0433,6.273,3262.9,240,2.32,43.81
vid0433,6.273,3262.9,288,2.52,59.62
vid0433,6.273,3262.9,360,2.72,75.44
vid0433,6.273,3262.9,480,3.76,87.47
vid0433,6.273,3262.9,720,5.04,94.9
vid0433,6.273,3262.9,1080,6.3,100.0
vid0434,9.943,3301.1,144,2.24,10.0
vid0434,9.943,3301.1,240,3.53,44.3
vid0434,9.943,3301.1,288,3.85,60.05
vid0434,9.943,3301.1,360,4.17,75.79
vid0434,9.943,3301.1,480,5.77,87.76
vid0434,9.943,3301.1,720,7.85,95.04
vid0434,9.943,3301.1,1080,9.81,100.0
vid0435,9.977,3519.9,144,2.3,10.85
vid0435,9.977,3519.9,240,3.64,44.54
vid0435,9.977,3519.9,288,4.0,59.58
vid0435,9.977,3519.9,360,4.35,74.62
vid0435,9.977,3519.9,480,6.1,86.77
vid0435,9.977,3519.9,720,9.23,94.58
vid0435,9.977,3519.9,1080,11.54,100.0
vid0436,8.475,5723.1,144,2.02,17.74
vid0436,8.475,5723.1,240,3.29,53.84
vid0436,8.475,5723.1,288,3.67,66.81
vid0436,8.475,5723.1,360,4.05,79.78
vid0436,8.475,5723.1,480,5.8,89.95
vid0436,8.475,5723.1,720,8.49,95.86
vid0436,8.475,5723.1,1080,10.61,100.0
vid0437,8.342,5635.5,144,1.95,17.01
vid0437,8.342,5635.5,240,3.14,53.31
vid0437,8.342,5635.5,288,3.47,65.9
vid0437,8.342,5635.5,360,3.8,78.5
vid0437,8.342,5635.5,480,5.44,89.16
vid0437,8.342,5635.5,720,7.96,96.14
vid0437,8.342,5635.5,1080,9.95,100.0
vid0438,5.405,5301.9,144,1.36,15.47
vid0438,5.405,5301.9,240,2.12,51.23
vid0438,5.405,5301.9,288,2.28,64.01
vid0438,5.405,5301.9,360,2.44,76.79
vid0438,5.405,5301.9,480,3.44,87.63
vid0438,5.405,5301.9,720,4.82,94.9
vid0438,5.405,5301.9,1080,6.02,100.0
vid0439,9.209,5204.4,144,2.16,17.12
vid0439,9.209,5204.4,240,3.42,54.76
vid0439,9.209,5204.4,288,3.82,66.93
vid0439,9.209,5204.4,360,4.22,79.1
vid0439,9.209,5204.4,480,6.02,89.34
vid0439,9.209,5204.4,720,8.75,96.02
vid0439,9.209,5204.4,1080,10.94,100.0
vid0440,8.308,5103.0,144,1.96,16.7
vid0440,8.308,5103.0,240,3.13,53.91
vid0440,8.308,5103.0,288,3.45,66.35
vid0440,8.308,5103.0,360,3.77,78.79
vid0440,8.308,5103.0,480,5.33,88.83
vid0440,8.308,5103.0,720,7.39,95.56
vid0440,8.308,5103.0,1080,9.24,100.0
vid0441,8.342,7376.2,144,2.03,15.27
vid0441,8.342,7376.2,240,3.27,52.67
vid0441,8.342,7376.2,288,3.59,65.16
vid0441,8.342,7376.2,360,3.91,77.64
vid0441,8.342,7376.2,480,5.52,88.1
vid0441,8.342,7376.2,720,8.09,95.04
vid0441,8.342,7376.2,1080,10.11,100.0
vid0442,7.174,5487.9,144,1.74,14.78
vid0442,7.174,5487.9,240,2.74,52.51
vid0442,7.174,5487.9,288,3.01,65.03
vid0442,7.174,5487.9,360,3.28,77.55
vid0442,7.174,5487.9,480,4.61,87.72
vid0442,7.174,5487.9,720,6.54,94.58
vid0442,7.174,5487.9,1080,8.18,100.0
vid0443,7.14,7567.3,144,1.77,15.2
vid0443,7.14,7567.3,240,2.89,52.56
vid0443,7.14,7567.3,288,3.14,64.98
vid0443,7.14,7567.3,360,3.4,77.39
vid0443,7.14,7567.3,480,4.85,87.97
vid0443,7.14,7567.3,720,7.06,95.03
vid0443,7.14,7567.3,1080,8.82,100.0
vid0444,8.709,5737.4,144,2.06,15.26
vid0444,8.709,5737.4,240,3.28,52.45
vid0444,8.709,5737.4,288,3.6,64.96
vid0444,8.709,5737.4,360,3.92,77.46
vid0444,8.709,5737.4,480,5.67,87.98
vid0444,8.709,5737.4,720,8.17,94.96
vid0444,8.709,5737.4,1080,10.21,100.0
vid0445,7.875,4856.2,144,1.88,17.44
vid0445,7.875,4856.2,240,3.0,54.35
vid0445,7.875,4856.2,288,3.32,66.49
vid0445,7.875,4856.2,360,3.65,78.62
vid0445,7.875,4856.2,480,5.2,89.13
vid0445,7.875,4856.2,720,7.63,96.35
vid0445,7.875,4856.2,1080,9.54,100.0
vid0446,6.206,6941.9,144,1.58,17.86
vid0446,6.206,6941.9,240,2.4,53.23
vid0446,6.206,6941.9,288,2.64,65.39
vid0446,6.206,6941.9,360,2.88,77.56
vid0446,6.206,6941.9,480,4.14,88.15
vid0446,6.206,6941.9,720,5.97,95.31
vid0446,6.206,6941.9,1080,7.46,100.0
vid0447,5.439,5060.1,144,1.37,17.42
vid0447,5.439,5060.1,240,2.08,53.36
vid0447,5.439,5060.1,288,2.3,65.2
vid0447,5.439,5060.1,360,2.52,77.05
vid0447,5.439,5060.1,480,3.57,87.49
